Path,Author,Modifier,DateCreated,DateSaved
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Transmara/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,Mr Omiti,1/29/2010 16:35,11/16/2010 7:01
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Transmara/MOH 717 Service Statistics- Workload EAST 2010.xls,D. Muania,Mr Omiti,8/10/2005 10:27,6/17/2010 8:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Transmara/MOH 105_Service Delivery Summary.xls,Robert Wathondu, ,2/7/2008 13:50,8/26/2008 10:10
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Transmara/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,Mr Omiti,2/11/2008 10:11,5/18/2010 11:33
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Transmara/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,Mr Omiti,1/27/2008 13:30,3/24/2011 7:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Transmara/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,owner,1/27/2008 13:30,1/13/2011 11:25
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Transmara/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,Cheruiyot,2/7/2008 13:50,7/14/2010 19:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Transmara/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,HMIS,1/27/2008 13:30,4/21/2008 12:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Transmara/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,Mr Omiti,1/29/2010 16:35,3/22/2011 4:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Transmara/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,Mr Omiti,2/7/2008 13:50,10/2/2009 8:56
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu, ,1/27/2008 13:30,4/15/2011 5:48
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 710_Immunization Summary  2009.xls,Robert Wathondu, ,2/7/2008 14:06,1/13/2010 7:17
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 19-1-2010.xls,HMIS, ,2/11/2008 10:11,1/12/2011 11:11
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 710_Immunization Summary 2010.xls,Robert Wathondu, ,2/7/2008 14:06,1/13/2011 8:50
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/GATUNDU HOSPITAL INPATIENT MORBIDITY MORTALITY MALE  2010.xlsx,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 705A_Out Patient Summary_Unde 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/12/2011 13:17
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 710_Immunization Summary19-1-2010.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/GATUNDU HOSPITAL INPATIENT MORBIDITY MORTALITY MALE 2010(1).xls,Gathanga, ,2/10/2010 12:49,8/11/2010 13:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,User,2/7/2008 13:50,7/22/2011 12:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 717 Service Statistics- Workload 2011.xls,D. Muania, ,8/10/2005 10:27,4/15/2011 6:39
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/Copy of GATUNDU HOSPITAL INPATIENT MORBIDITY AND MORTALITY SUMMARY 2010 FEMALE (1).xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu, ,1/27/2008 13:30,1/13/2010 7:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/Analysis.xls,,CHEBURET,10/14/1996 23:33,6/30/2010 16:37
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 710_Immunization Summary 2011.xls,Robert Wathondu, ,2/7/2008 14:06,4/15/2011 6:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/12/2011 13:33
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,CHEBURET,2/11/2008 10:11,6/30/2010 7:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,CHEBURET,1/27/2008 13:30,6/30/2010 16:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 710_Immunization Summary.xls,Robert Wathondu,CHEBURET,2/7/2008 14:06,6/30/2010 16:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu, ,1/27/2008 13:30,1/13/2010 7:17
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,HMIS, ,2/11/2008 10:11,9/15/2010 5:55
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 105_Service Delivery Summary.xls,Robert Wathondu,CHEBURET,2/7/2008 13:50,6/30/2010 16:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,CHEBURET,2/11/2008 10:11,6/30/2010 16:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 717 Service Statistics Workload 2010.xls,D. Muania, ,8/10/2005 10:27,1/13/2011 8:53
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu, ,1/27/2008 13:30,4/15/2011 5:45
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 717 Service Statistics Workload 19-1-2010.xls,D. Muania, ,8/10/2005 10:27,2/12/2010 14:20
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,6/4/2010 13:56
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,CHEBURET,2/7/2008 13:50,7/22/2010 8:25
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,CHEBURET,1/27/2008 13:30,6/30/2010 16:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel, ,1/29/2010 16:35,4/15/2011 7:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 718 Inpatient Morbidity And Mortality Monthly Summary 19-1-2010.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Gatundu/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet, ,2/7/2008 13:50,10/5/2009 14:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,H.I.S,1/27/2008 13:30,4/11/2011 13:20
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 710_Immunization Summary  2009.xls,Robert Wathondu, ,2/7/2008 14:06,1/13/2010 6:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 710_Immunization Summary 2010.xls,Robert Wathondu, ,2/7/2008 14:06,2/14/2011 8:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/Hospital Administarative Statistics 2011.xls,D. Muania, ,8/9/2005 5:07,2/22/2011 13:33
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet, ,2/7/2008 13:50,7/21/2011 12:58
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 717 Service Statistics- Workload 2011.xls,D. Muania, ,8/10/2005 10:27,2/22/2011 12:49
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,cheburet,1/27/2008 13:30,11/4/2009 9:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/Analysis.xls,,HMIS,10/14/1996 23:33,5/17/2007 16:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,H.I.S,2/7/2008 14:06,4/11/2011 13:35
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/17/2011 6:59
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS, ,2/11/2008 10:11,1/15/2010 12:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,HMIS,1/27/2008 13:30,4/21/2008 12:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 710_Immunization Summary.xls,Robert Wathondu, ,2/7/2008 14:06,10/20/2010 11:04
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu, ,1/27/2008 13:30,1/13/2010 6:56
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel, ,1/29/2010 16:35,2/15/2011 12:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 105_Service Delivery Summary.xls,Robert Wathondu,H.I.S,2/7/2008 13:50,12/11/2008 8:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 711B_Integrated Summary_Reproductive Health_TB_M.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,H.I.S,2/11/2008 10:11,12/11/2008 10:15
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS,mickey,1/15/2010 22:37,2/3/2010 13:51
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 105_Service Delivery Summary AOP5 09-10.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 718 Inpatient Morbidity And Mortality Monthly Su.xls,ROOM 37 HIS,mickey,1/15/2010 22:37,2/3/2010 13:51
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,H.I.S,1/27/2008 13:30,4/11/2011 13:19
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/28/2011 8:33
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet, ,2/7/2008 13:50,11/1/2010 9:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu, ,1/27/2008 13:30,1/13/2010 7:01
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,H.I.S,1/29/2010 16:35,4/11/2011 13:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania, ,8/9/2005 5:07,1/17/2011 7:24
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nakuru/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet, ,2/7/2008 13:50,1/15/2010 11:56
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Kosgey,1/27/2008 13:30,2/17/2011 8:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,DHRIO,2/7/2008 14:06,1/14/2010 9:38
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,MoZarD,2/7/2008 14:06,1/11/2011 7:55
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/DISTRICT WARENG WORKLOAD MOH 717.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 717 Service Statistics- Workload 2010.xls,D. Muania,MoZarD,8/10/2005 10:27,2/11/2011 7:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,user,2/7/2008 13:50,7/19/2011 9:23
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,SAMUEL,8/10/2005 10:27,4/14/2011 3:23
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,DHRIO,1/27/2008 13:30,1/14/2010 9:58
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/Analysis.xls,,HMIS,10/14/1996 23:33,5/17/2007 16:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,Kosgey,2/7/2008 14:06,2/17/2011 8:08
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,MoZarD,1/27/2008 13:30,1/11/2011 8:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_C 2011.xls,HMIS,MoZarD,2/11/2008 10:11,2/11/2011 7:11
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,DHRIO,2/11/2008 10:11,1/14/2010 12:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,HMIS,1/27/2008 13:30,4/21/2008 12:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 710_Immunization Summary.xls,Robert Wathondu,HMIS,2/7/2008 14:06,8/4/2008 10:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,DHRIO,1/27/2008 13:30,1/14/2010 9:55
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,SAMUEL,1/29/2010 16:35,4/3/2011 6:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 105_Service Delivery Summary.xls,Robert Wathondu,HMIS,2/7/2008 13:50,4/21/2008 12:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,HMIS,2/11/2008 10:11,4/21/2008 13:23
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,Kosgey,1/27/2008 13:30,2/17/2011 8:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,MoZarD,1/27/2008 13:30,1/11/2011 8:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet, ,2/7/2008 13:50,7/26/2010 7:42
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,HMIS,1/27/2008 13:30,4/21/2008 12:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,Kosgey,1/29/2010 16:35,2/17/2011 8:08
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Wareng/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,HMIS,2/7/2008 13:50,8/4/2008 10:08
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,MOH Butere,2/7/2008 14:06,11/7/2010 6:48
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/Hospital Administarative Statistics 2011.xls,D. Muania,SAMUEL,8/9/2005 5:07,2/2/2011 16:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,9/25/2011 20:49
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,SAMUEL,8/10/2005 10:27,2/2/2011 10:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,Samuel,2/7/2008 14:06,1/29/2010 18:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,MOH Butere,1/27/2008 13:30,11/7/2010 16:15
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,MOH Butere,1/29/2010 16:35,1/12/2011 7:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 105_Service Delivery Summary.xls,Robert Wathondu,Authorised user,2/7/2008 13:50,11/11/2009 19:34
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,Samuel,1/27/2008 13:30,1/29/2010 18:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,MOH Butere,1/27/2008 13:30,11/9/2010 8:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,10/4/2011 15:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,CHEBURET,1/29/2010 16:35,8/9/2010 17:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Khwisero/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,10/4/2011 15:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,Health Information Office,1/27/2008 13:30,2/14/2011 11:04
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/MOH 710_Immunization Summary  2009.xls,Robert Wathondu,IKUTU C,2/7/2008 14:06,9/21/2010 21:28
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,Health Information Office,2/7/2008 14:06,1/14/2011 14:26
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  20091.xls,HMIS,HIS,2/11/2008 10:11,2/10/2010 5:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/Hospital Administarative Statistics 2011.xls,D. Muania,Health Information Office,8/9/2005 5:07,2/23/2011 15:54
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,9/25/2011 19:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,Health Information Office,8/10/2005 10:27,2/14/2011 12:30
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,IKUTU C,1/27/2008 13:30,9/21/2010 21:23
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/Analysis.xls,,HMIS,10/14/1996 23:33,5/17/2007 16:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,Health Information Office,2/7/2008 14:06,2/14/2011 10:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,Health Information Office,1/27/2008 13:30,1/14/2011 14:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Nandi East/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS,IKUTU C,2/11/2008 10:11,9/21/2010 21:31
